,file,speaker,dialog
1365,Ses04M_impro05,Ses04M_impro05_F004,"Oh, oh, you didn't."
1366,Ses04M_impro05,Ses04M_impro05_F005,I thought you lost your luggage.
1367,Ses04M_impro05,Ses04M_impro05_M004,"It was lost. I waited on the conveyor -- near the conveyor belt to see, you know, where -- then the baggage claim and see if it would- it would come out."
1368,Ses04M_impro05,Ses04M_impro05_M005,"Didn't come out. I spoke to somebody, a local authority figure."
1369,Ses04M_impro05,F:,
1370,Ses04M_impro05,Ses04M_impro05_M006,"And he told me to come to this desk here so I can, uh, at least get, uh, the hundred- hundred and fifty dollars that- that I'm owed for my loss."
1371,Ses04M_impro05,Ses04M_impro05_M007,'Cause that's roughly how much the bag plus all its contents was worth.
1372,Ses04M_impro05,Ses04M_impro05_F006,"Uh. Okay. I -- first of all, I'm very sorry you lost your bag."
1373,Ses04M_impro05,Ses04M_impro05_F007,"Um, but, actually, our policy is a fifty dollar"
1374,Ses04M_impro05,Ses04M_impro05_M008,fifty dollars?
1375,Ses04M_impro05,Ses04M_impro05_F008,refund--coverage of the bag that was lost. yes
1376,Ses04M_impro05,Ses04M_impro05_M009,"fifty dollars. No way, no."
1377,Ses04M_impro05,Ses04M_impro05_F009,"That's our policy, sir."
1378,Ses04M_impro05,Ses04M_impro05_M010,"I don't but the thing is, I don't care about your policy."
1379,Ses04M_impro05,Ses04M_impro05_M011,You understand?
1380,Ses04M_impro05,F:,huh.
1381,Ses04M_impro05,Ses04M_impro05_M012,"What I want you to do is I want you to write three of those, as if I were three people. Okay. You can write -- you can just put my name on all --"
1382,Ses04M_impro05,Ses04M_impro05_F010,I can't do that.
1383,Ses04M_impro05,Ses04M_impro05_M013,But what I'm telling you is that's what you're going to do.
1384,Ses04M_impro05,Ses04M_impro05_F011,"Uh, no, actually, no I'm not."
1385,Ses04M_impro05,Ses04M_impro05_M014,"No, no, because, look, I don't care what your policy says. I mean--"
1386,Ses04M_impro05,Ses04M_impro05_F012,I'm very sorry. I understand you're frustrated. You just got off of a flight.
1387,Ses04M_impro05,Ses04M_impro05_M015,You understand that the contents of my bag- The contents of my bag cost a hundred and fifty dollars.
1388,Ses04M_impro05,Ses04M_impro05_M016,You--
1389,Ses04M_impro05,Ses04M_impro05_F013,We'll cover fifty.
1390,Ses04M_impro05,Ses04M_impro05_M017,No. No. No. What I need you to do -- I need you to write checks for -- I need you to write three of them. That'll be satisfactory.
1391,Ses04M_impro05,Ses04M_impro05_F014,We only cover fifty do-
1392,Ses04M_impro05,Ses04M_impro05_M018,"Just -- you can fill out the form--We can fill out - no, no, no, we can fill out the form three times."
1393,Ses04M_impro05,Ses04M_impro05_F015,We only cover fifty dollars worth of lost items.
1394,Ses04M_impro05,Ses04M_impro05_M019,And then that'll be that. It's going to be fine. Just-
1395,Ses04M_impro05,Ses04M_impro05_M020,"I'm going to get very upset. Like, I mean, I'm- I'm upset right now but I'm going to get really upset if you- if you don't do the check thing."
1396,Ses04M_impro05,Ses04M_impro05_F016,I'm very sorry.
1397,Ses04M_impro05,Ses04M_impro05_F017,I'm very sorry. I understand you're upset. You just got off a long flight.
1398,Ses04M_impro05,Ses04M_impro05_M021,"You don't understand. You don't understand, actually. You don't understand because it was my luggage that was lost. Okay."
1399,Ses04M_impro05,Ses04M_impro05_F018,We really -- we want to work with you. We really -- we want to help.
1400,Ses04M_impro05,Ses04M_impro05_F019,I understand that. I would know if it was mine. Um-
1401,Ses04M_impro05,Ses04M_impro05_M022,"Yeah. If it was yours, but it's not. It's mine. Okay. So just--"
1402,Ses04M_impro05,Ses04M_impro05_F020,But it's not. It's yours. I understand.
1403,Ses04M_impro05,Ses04M_impro05_F021,I know. We want to work with you. We will give you the fifty dollars but I'm--
1404,Ses04M_impro05,Ses04M_impro05_M023,"No, it's not going to be -- but it's not going to be fifty, it's going to be a hundred and fifty. You're going to write three, you understand, three of- of the forms. You're going to write three of them out and then give it to me."
1405,Ses04M_impro05,Ses04M_impro05_F022,"Yeah, we don't do that. I can go ahead and send you--"
1406,Ses04M_impro05,Ses04M_impro05_M024,You- you- you- you're misunderstanding me. You're going to do that.
1407,Ses04M_impro05,Ses04M_impro05_F023,"We will definitely keep an eye out for your bag. We will try to find it. We will, you know, fill out the form for missing items."
1408,Ses04M_impro05,Ses04M_impro05_M025,"Look, can I just -- can I speak to your manager, please? 'Cause I- I really -- I don't, um -- I mean, I just don't want to deal with -- I know that -- I mean, I know this isn't your fault,"
1409,Ses04M_impro05,Ses04M_impro05_F024,No one can make the three check thing happen 'cause we don't do that.
1410,Ses04M_impro05,Ses04M_impro05_F025,I can write you the one check.
1411,Ses04M_impro05,Ses04M_impro05_M026,but I need to speak to somebody who can make the three check thing happen.
1412,Ses04M_impro05,Ses04M_impro05_F026,All- all that my supervisor could do is the exact same thing that I'm offering to do.
1413,Ses04M_impro05,Ses04M_impro05_M027,"But what I'm talk -- but I'm just,just- please let me--"
1414,Ses04M_impro05,Ses04M_impro05_M028,But if I could just speak directly -- if I could just speak directly to your-- to your superior person
1415,Ses04M_impro05,Ses04M_impro05_F027,"I'd be happy to give you a cup of coffee, too."
1416,Ses04M_impro05,Ses04M_impro05_F028,We'll just throw that in--gratuitously.
1417,Ses04M_impro05,Ses04M_impro05_M029,then that would be helpful to me because I just feel like if- you don't think you have the power to write three checks but you actually do. see?
1418,Ses04M_impro05,F:,they-. Uh huh.
1419,Ses04M_impro05,Ses04M_impro05_F029,"No, I don't. See, I could lose my job if I did that."
1420,Ses04M_impro05,Ses04M_impro05_M030,But your job is not my concern. My concern is getting my luggage.
1421,Ses04M_impro05,Ses04M_impro05_F030,And your bag is not my concern.
1422,Ses04M_impro05,Ses04M_impro05_F031,The fifty dollars I'm going to give you for your bag is really all I'm concerned with.
1423,Ses04M_impro05,Ses04M_impro05_M031,"Look, I don't -- look, can we just not argue about this. Like--"
1424,Ses04M_impro05,Ses04M_impro05_F032,I'm more than happy to not argue about it. I will give you your fifty dollar certificate.
1425,Ses04M_impro05,Ses04M_impro05_F033,You can go ahead and go fill out the form. We'll look for your bag.
1426,Ses04M_impro05,Ses04M_impro05_M032,So what if- what if we- what if we do three forms
1427,Ses04M_impro05,Ses04M_impro05_M033,with different names on them? That-
1428,Ses04M_impro05,Ses04M_impro05_F034,Then that would be lying.
1429,Ses04M_impro05,Ses04M_impro05_M034,"but, no. See, 'cause"
1430,Ses04M_impro05,Ses04M_impro05_M035,if we have three forms then I can get the hundred and fifty.
1431,Ses04M_impro05,Ses04M_impro05_F035,I'm sorry. We can only issue one fifty dollar certificate to cover the lost bag for one person.
1432,Ses04M_impro05,Ses04M_impro05_M036,"Just please, will you please just work with me here? Just -- all I'm asking you to do is just work with me. I know -- I know that you get lots of people all day long who give you shit, give you crap, but"
1433,Ses04M_impro05,Ses04M_impro05_F036,"I understand you're frustrated, but--"
1434,Ses04M_impro05,Ses04M_impro05_M037,"um, you know, I -- this is my bag and I need the hundred and fifty dollars. Please."
1435,Ses04M_impro05,Ses04M_impro05_F037,I know. I understand it's personal-- It's personal to you. I get that.
1436,Ses04M_impro05,Ses04M_impro05_M038,Please.
1437,Ses04M_impro05,Ses04M_impro05_F038,"But if you want to just sit down, you know, maybe have a cup of tea, calm down a little bit, we'll go ahead and we'll do what we can for you. you okey"
1438,Ses04M_impro05,Ses04M_impro05_M039,"I'm already calm. Okay, I'm calm. I'm calm."
1439,Ses04M_impro05,Ses04M_impro05_M040,"Just all I need you to do is just fill out three forms and I'll leave you alone forever, forever. I'll never -- we'll never see each other again."
1440,Ses04M_impro05,F:,
1441,Ses04M_impro05,Ses04M_impro05_F039,"And I'm looking forward to that. However, I can't do that. I would lose my job."
1442,Ses04M_impro05,Ses04M_impro05_M041,But that's not going to-- But you don't understand. You're looking forward to never seeing me again.
1443,Ses04M_impro05,Ses04M_impro05_F040,"Oh, yes."
1444,Ses04M_impro05,Ses04M_impro05_M042,But never seeing me again is not going to happen until you give me the three checks.
1445,Ses04M_impro05,Ses04M_impro05_F041,"I'm sorry, really. But--"
1446,Ses04M_impro05,Ses04M_impro05_M043,I don't -- I'm not- I'm not convinced.
1447,Ses04M_impro05,Ses04M_impro05_F042,That I'm sorry?
1448,Ses04M_impro05,Ses04M_impro05_M044,"Yeah. If you were really sorry, you'd give me the three checks."
1449,Ses04M_impro05,Ses04M_impro05_M045,"So why don't we just do that and stop this nonsense, hmm? Hmm?"
1450,Ses04M_impro06,Ses04M_impro06_F000,"Hey, how you doing?"
1451,Ses04M_impro06,Ses04M_impro06_F001,I'm sorry.
1452,Ses04M_impro06,Ses04M_impro06_M000,Thanks.
1453,Ses04M_impro06,Ses04M_impro06_F002,"I know- I know there's nothing I can say that will really help, but--"
1454,Ses04M_impro06,Ses04M_impro06_M001,"I know. I just -- I don't know. It's just weird because you have somebody who's, you know,"
1455,Ses04M_impro06,Ses04M_impro06_M002,a major part of your life and then they're gone. And I don't know. That's not really -- it's never really happened to me before.
1456,Ses04M_impro06,Ses04M_impro06_F003,I'm sorry. It's never easy.
1457,Ses04M_impro06,Ses04M_impro06_M003,Yeah.
1458,Ses04M_impro06,Ses04M_impro06_F004,"But, I'm here if there's anything you need. I mean, you just have to ask. I know --"
1459,Ses04M_impro06,Ses04M_impro06_M004,Thanks.
1460,Ses04M_impro06,Ses04M_impro06_F005,--it doesn't really do anything. But--
1461,Ses04M_impro06,Ses04M_impro06_M005,I just -- it's just not fair.
1462,Ses04M_impro06,Ses04M_impro06_F006,I know. It never is.
1463,Ses04M_impro06,Ses04M_impro06_F007,"How's, um -- how's his parents doing?"
1464,Ses04M_impro06,Ses04M_impro06_M006,"I mean, they're, you know, they're upset. It's like you know, they"
1465,Ses04M_impro06,Ses04M_impro06_M007,feel the same way everybody else does.
1466,Ses04M_impro06,F:,
1467,Ses04M_impro06,Ses04M_impro06_F008,"I mean, what do you want to do? Do you want to- do you want to talk about it? Do you-"
1468,Ses04M_impro06,Ses04M_impro06_M008,"[BREATHING] I mean, there's nothing really to talk about. He's gone and I'll never see him again."
1469,Ses04M_impro06,Ses04M_impro06_F009,"Well I know it's not a lot of help or anything, but at least you got to know him. I mean, at least you had the time with him that you did."
1470,Ses04M_impro06,Ses04M_impro06_M009,Yeah.
1471,Ses04M_impro06,Ses04M_impro06_F010,"I mean, we can be grateful for that."
1472,Ses04M_impro06,Ses04M_impro06_M010,"Yeah, I don't know. Sometimes I wish I didn't know him. So I wouldn't--"
1473,Ses04M_impro06,Ses04M_impro06_F011,You feel that way now because you're upset. But you don't really think that.
1474,Ses04M_impro06,Ses04M_impro06_F012,"It'll get better. I know it doesn't help, but it will get better and you will remember all of the good things that you guys had; all of the memories that you have with him that were happy and you'll be grateful for those."
1475,Ses04M_impro06,M:,
1476,Ses04M_impro06,Ses04M_impro06_M011,This is just -- this is a terrible life. I just don't understand.
1477,Ses04M_impro06,Ses04M_impro06_F013,"Just life, in general?"
1478,Ses04M_impro06,Ses04M_impro06_M012,"I mean, it's just not fair. Like, I don't know. Why people -"
1479,Ses04M_impro06,Ses04M_impro06_M013,"there should just be some sort of rule that people don't die until they're older, 'cause then, at least, it's expected."
1480,Ses04M_impro06,Ses04M_impro06_F014,"I agree. If I knew how to make that happen, I would certainly help you."
1481,Ses04M_impro06,Ses04M_impro06_M014,I don't know what to do.
1482,Ses04M_impro06,Ses04M_impro06_F015,"When's the service? Can- can we help? Is there anything, I mean--"
1483,Ses04M_impro06,Ses04M_impro06_M015,"I mean, you- you can go. I don't know. I don't know what else."
1484,Ses04M_impro06,Ses04M_impro06_M016,I hope it rains. Somehow that'll make me feel more comfortable.
1485,Ses04M_impro06,Ses04M_impro06_F016,"Seems like if the whole world's sad, then it's okay for you to be."
1486,Ses04M_impro06,Ses04M_impro06_M017,Yeah.
1487,Ses04M_impro06,Ses04M_impro06_M018,I just wish there was some way to just bring him back to life magically.
1488,Ses04M_impro06,Ses04M_impro06_F017,I know.
1489,Ses04M_impro06,Ses04M_impro06_M019,"Just, you know, some thing; some genie. I need to find a genie bottle."
1490,Ses04M_impro06,Ses04M_impro06_F018,"I don't have any magic answers. But,"
1491,Ses04M_impro06,Ses04M_impro06_F019,"I mean, as- as cliche as it is, as long as people who loved him remember him, then it's not a waste, you know."
1492,Ses04M_impro06,Ses04M_impro06_M020,I know.
1493,Ses04M_impro07,Ses04M_impro07_M000,"Alright, so you're not going to believe this. But I went home today. I looked through the mail. And I got an acceptance letter from U.S.C.."
1494,Ses04M_impro07,F:,huh.
1495,Ses04M_impro07,Ses04M_impro07_F000,"What, no way."
1496,Ses04M_impro07,Ses04M_impro07_M001,I'm going to U.S.C.. Yeah.
1497,Ses04M_impro07,Ses04M_impro07_F001,Really?
1498,Ses04M_impro07,Ses04M_impro07_M002,"Yeah, yeah."
1499,Ses04M_impro07,Ses04M_impro07_F002,I didn't even
1500,Ses04M_impro07,Ses04M_impro07_F003,know you applied to U.S.C..
1501,Ses04M_impro07,Ses04M_impro07_M003,"I did. I did. I've -- yeah, I applied to U.S.C.. I mean, it's really expensive but"
1502,Ses04M_impro07,Ses04M_impro07_M004,it's a really good school. So
1503,Ses04M_impro07,Ses04M_impro07_M005,"Um, um- yeah, I'm just -- I'm really excited 'cause I don't know. It's like a whole -- I mean, it's just like, I've been really -- I wanted to go there ever since I was a kid. So now I actually am and it's awesome. It's a really nice campus. Oh, you've been there."
1504,Ses04M_impro07,Ses04M_impro07_F004,"That's amazing. I've seen it on TV. Um, Wow. I mean, well what are you going to major in? What are you going to do?"
1505,Ses04M_impro07,M:,Yeah.
1506,Ses04M_impro07,Ses04M_impro07_M006,"Um, I'm thinking a history and geology minor."
